"Time	RPM	MAP	TP	lambda	MAT	CLT	Gego	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	PW_raw	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	Vbatt	IacInt	speed_rpm_ratio	altitude	speed	course	distance	distance_sum	inst_Vems	torque	torque_nominal	L100km	lambda_corr_ego	lambda_corr_ego	afr_diff	corrected_ve	",Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
"7.531	2005	80.5	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	5.151	4.380	18	46	8.6	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	3.425	38.562	36.890	255.000	0.940	0.940	0.989	84.590	",7.531,2005,80.5,1.2,1.011,30,85,93,100,100,97,0,90,5.151,4.38,18,46,8.6,1,40,4.03,650,12,123,0,0,0,0,0,0,3.425,38.562,36.89,255,0.94,0.94,0.989,84.59
"7.578	1996	67.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.855	35.795	34.114	255.000	0.938	0.938	0.992	84.412	",7.578,1996,67.8,1.2,1.009,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.855,35.795,34.114,255,0.938,0.938,0.992,84.412
"7.625	2000	55.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.767	2.996	18	47	6.3	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.337	38.167	36.494	255.000	0.938	0.938	0.992	84.412	",7.625,2000,55.3,1.2,1.009,30,85,93,100,100,97,0,90,3.767,2.996,18,47,6.3,1,40,4.03,650,12,123,0,0,0,0,0,0,2.337,38.167,36.494,255,0.938,0.938,0.992,84.412
"7.672	1997	67.0	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.3	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.835	38.068	36.394	255.000	0.940	0.940	0.989	84.590	",7.672,1997,67,1.2,1.011,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.3,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.835,38.068,36.394,255,0.94,0.94,0.989,84.59
"7.719	2006	80.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	3.427	39.353	37.684	255.000	0.936	0.936	0.994	84.234	",7.719,2006,80.8,1.2,1.006,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,40,4.03,650,12.12,123,0,0,0,0,0,0,3.427,39.353,37.684,255,0.936,0.936,0.994,84.234
"7.766	2010	80.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	3.433	38.365	36.692	255.000	0.932	0.932	0.998	83.878	",7.766,2010,80.5,1.2,1.002,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,40,4.03,650,12.12,123,0,0,0,0,0,0,3.433,38.365,36.692,255,0.932,0.932,0.998,83.878
"7.813	2000	67.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.839	35.894	34.213	255.000	0.936	0.936	0.994	84.234	",7.813,2000,67.3,1.2,1.006,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.839,35.894,34.213,255,0.936,0.936,0.994,84.234
"7.859	2003	54.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	47	6.2	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.315	38.562	36.890	255.000	0.938	0.938	0.992	84.412	",7.859,2003,54.5,1.2,1.009,30,85,93,100,100,97,0,90,3.728,2.964,18,47,6.2,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.315,38.562,36.89,255,0.938,0.938,0.992,84.412
"7.906	2002	67.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	47	7.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.842	35.499	33.816	255.000	0.938	0.938	0.992	84.412	",7.906,2002,67.3,1.2,1.009,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.842,35.499,33.816,255,0.938,0.938,0.992,84.412
"7.953	2011	80.5	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	5.151	4.380	18	47	8.6	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	3.435	38.463	36.791	255.000	0.940	0.940	0.989	84.590	",7.953,2011,80.5,1.2,1.011,30,85,93,100,100,97,0,90,5.151,4.38,18,47,8.6,1,40,4.03,650,12,123,0,0,0,0,0,0,3.435,38.463,36.791,255,0.94,0.94,0.989,84.59
"8.000	2003	67.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	47	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.865	37.673	35.998	255.000	0.936	0.936	0.994	84.234	",8,2003,67.5,1.2,1.006,30,85,93,100,100,97,0,90,4.432,3.668,18,47,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.865,37.673,35.998,255,0.936,0.936,0.994,84.234
"8.047	2007	55.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.345	39.155	37.485	255.000	0.932	0.932	0.998	83.878	",8.047,2007,55,1.2,1.002,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.345,39.155,37.485,255,0.932,0.932,0.998,83.878
"8.094	2002	67.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	46	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.864	37.673	35.998	255.000	0.938	0.938	0.992	84.412	",8.094,2002,67.5,1.2,1.009,30,85,93,100,100,97,0,90,4.432,3.668,18,46,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.864,37.673,35.998,255,0.938,0.938,0.992,84.412
"8.141	2002	68.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.460	3.704	18	46	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.892	36.092	34.411	255.000	0.932	0.932	0.998	83.878	",8.141,2002,68,1.2,1.002,30,85,93,100,100,97,0,90,4.46,3.704,18,46,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.892,36.092,34.411,255,0.932,0.932,0.998,83.878
"8.188	2010	80.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	3.433	39.353	37.684	255.000	0.936	0.936	0.994	84.234	",8.188,2010,80.5,1.2,1.006,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,40,4.03,650,12.24,123,0,0,0,0,0,0,3.433,39.353,37.684,255,0.936,0.936,0.994,84.234
"8.234	1998	67.8	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	47	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.858	36.289	34.609	255.000	0.940	0.940	0.989	84.590	",8.234,1998,67.8,1.2,1.011,30,85,93,100,100,97,0,90,4.432,3.668,18,47,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.858,36.289,34.609,255,0.94,0.94,0.989,84.59
"8.281	2004	54.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.317	39.550	37.882	255.000	0.932	0.932	0.998	83.878	",8.281,2004,54.5,1.2,1.002,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.317,39.55,37.882,255,0.932,0.932,0.998,83.878
"8.328	2003	67.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.843	37.673	35.998	255.000	0.930	0.930	1.000	83.700	",8.328,2003,67,1.2,1,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.843,37.673,35.998,255,0.93,0.93,1,83.7
"8.375	2010	80.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	3.433	36.388	34.709	255.000	0.932	0.932	0.998	83.878	",8.375,2010,80.5,1.2,1.002,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,40,4.03,650,12.12,123,0,0,0,0,0,0,3.433,36.388,34.709,255,0.932,0.932,0.998,83.878
"8.422	2001	68.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.460	3.704	18	46	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.891	37.574	35.899	255.000	0.936	0.936	0.994	84.234	",8.422,2001,68,1.2,1.006,30,85,93,100,100,97,0,90,4.46,3.704,18,46,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.891,37.574,35.899,255,0.936,0.936,0.994,84.234
"8.469	2004	67.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.867	35.894	34.213	255.000	0.936	0.936	0.994	84.234	",8.469,2004,67.5,1.2,1.006,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.867,35.894,34.213,255,0.936,0.936,0.994,84.234
"8.516	2009	55.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	46	6.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.347	39.451	37.783	255.000	0.932	0.932	0.998	83.878	",8.516,2009,55,1.2,1.002,30,85,93,100,100,97,0,90,3.752,2.996,18,46,6.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.347,39.451,37.783,255,0.932,0.932,0.998,83.878
"8.563	2005	67.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	46	7.4	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.868	36.092	34.411	255.000	0.932	0.932	0.998	83.878	",8.563,2005,67.5,1.2,1.002,30,85,93,100,100,97,0,90,4.439,3.668,18,46,7.4,1,40,4.03,650,12,123,0,0,0,0,0,0,2.868,36.092,34.411,255,0.932,0.932,0.998,83.878
"8.609	2015	80.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	3.442	39.451	37.783	255.000	0.938	0.938	0.992	84.412	",8.609,2015,80.5,1.2,1.009,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,40,4.03,650,12.24,123,0,0,0,0,0,0,3.442,39.451,37.783,255,0.938,0.938,0.992,84.412
"8.656	2006	67.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	46	7.4	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.870	37.772	36.097	255.000	0.938	0.938	0.992	84.412	",8.656,2006,67.8,1.2,1.009,30,85,93,100,100,97,0,90,4.439,3.668,18,46,7.4,1,40,4.03,650,12,123,0,0,0,0,0,0,2.87,37.772,36.097,255,0.938,0.938,0.992,84.412
"8.703	2008	54.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.321	37.574	35.899	255.000	0.938	0.938	0.992	84.412	",8.703,2008,54.5,1.2,1.009,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.321,37.574,35.899,255,0.938,0.938,0.992,84.412
"8.750	2005	66.0	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	4.363	3.592	18	46	7.3	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.809	37.080	35.403	255.000	0.940	0.940	0.989	84.590	",8.75,2005,66,1.2,1.011,30,85,93,100,100,97,0,90,4.363,3.592,18,46,7.3,1,40,4.03,650,12,123,0,0,0,0,0,0,2.809,37.08,35.403,255,0.94,0.94,0.989,84.59
"8.797	2002	80.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.830	37.179	35.502	255.000	0.936	0.936	0.994	84.234	",8.797,2002,80.8,1.2,1.006,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.83,37.179,35.502,255,0.936,0.936,0.994,84.234
"8.859	2012	80.5	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	3.437	37.673	35.998	255.000	0.938	0.938	0.992	84.412	",8.859,2012,80.5,1.2,1.009,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,40,4.03,650,12.12,123,0,0,0,0,0,0,3.437,37.673,35.998,255,0.938,0.938,0.992,84.412
"8.906	2012	80.5	1.2	1.011	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	3.437	38.562	36.890	255.000	0.940	0.940	0.989	84.590	",8.906,2012,80.5,1.2,1.011,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,40,4.03,650,12.24,123,0,0,0,0,0,0,3.437,38.562,36.89,255,0.94,0.94,0.989,84.59
"8.953	2004	67.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	47	7.4	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.867	35.993	34.312	255.000	0.938	0.938	0.992	84.412	",8.953,2004,67.8,1.2,1.009,30,85,93,100,100,97,0,90,4.439,3.668,18,47,7.4,1,40,4.03,650,12,123,0,0,0,0,0,0,2.867,35.993,34.312,255,0.938,0.938,0.992,84.412
"9.000	2009	54.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	47	6.2	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.322	38.365	36.692	255.000	0.938	0.938	0.992	84.412	",9,2009,54.8,1.2,1.009,30,85,93,100,100,97,0,90,3.728,2.964,18,47,6.2,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.322,38.365,36.692,255,0.938,0.938,0.992,84.412
"9.047	2005	67.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.411	3.640	18	46	7.4	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.846	37.278	35.601	255.000	0.932	0.932	0.998	83.878	",9.047,2005,67,1.2,1.002,30,85,93,100,100,97,0,90,4.411,3.64,18,46,7.4,1,40,4.03,650,12,123,0,0,0,0,0,0,2.846,37.278,35.601,255,0.932,0.932,0.998,83.878
"9.094	2011	80.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	3.423	37.574	35.899	255.000	0.936	0.936	0.994	84.234	",9.094,2011,80.3,1.2,1.006,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,40,4.03,650,12.24,123,0,0,0,0,0,0,3.423,37.574,35.899,255,0.936,0.936,0.994,84.234
"9.141	2011	81.0	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.179	4.408	18	46	8.7	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	3.457	38.068	36.394	255.000	0.936	0.936	0.994	84.234	",9.141,2011,81,1.2,1.006,30,85,93,100,100,97,0,90,5.179,4.408,18,46,8.7,1,40,4.03,650,12,123,0,0,0,0,0,0,3.457,38.068,36.394,255,0.936,0.936,0.994,84.234
"9.188	2001	67.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.862	35.894	34.213	255.000	0.930	0.930	1.000	83.700	",9.188,2001,67.5,1.2,1,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.862,35.894,34.213,255,0.93,0.93,1,83.7
"9.234	2004	55.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.342	37.673	35.998	255.000	0.930	0.930	1.000	83.700	",9.234,2004,55,1.2,1,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.342,37.673,35.998,255,0.93,0.93,1,83.7
"9.281	2003	68.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.460	3.704	18	47	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.893	35.499	33.816	255.000	0.938	0.938	0.992	84.412	",9.281,2003,68,1.2,1.009,30,85,93,100,100,97,0,90,4.46,3.704,18,47,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.893,35.499,33.816,255,0.938,0.938,0.992,84.412
"9.328	2011	81.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.179	4.408	18	47	8.7	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	3.457	38.859	37.188	255.000	0.938	0.938	0.992	84.412	",9.328,2011,81,1.2,1.009,30,85,93,100,100,97,0,90,5.179,4.408,18,47,8.7,1,40,4.03,650,12,123,0,0,0,0,0,0,3.457,38.859,37.188,255,0.938,0.938,0.992,84.412
"9.375	2000	67.0	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	46	7.3	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.839	38.068	36.394	255.000	0.938	0.938	0.992	84.412	",9.375,2000,67,1.2,1.009,30,85,93,100,100,97,0,90,4.404,3.64,18,46,7.3,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.839,38.068,36.394,255,0.938,0.938,0.992,84.412
"9.422	2006	54.5	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.319	38.760	37.089	255.000	0.936	0.936	0.994	84.234	",9.422,2006,54.5,1.2,1.006,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.319,38.76,37.089,255,0.936,0.936,0.994,84.234
"9.469	2003	67.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	46	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.865	37.969	36.295	255.000	0.932	0.932	0.998	83.878	",9.469,2003,67.5,1.2,1.002,30,85,93,100,100,97,0,90,4.432,3.668,18,46,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.865,37.969,36.295,255,0.932,0.932,0.998,83.878
"9.516	2002	66.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.830	35.697	34.014	255.000	0.936	0.936	0.994	84.234	",9.516,2002,66.8,1.2,1.006,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.83,35.697,34.014,255,0.936,0.936,0.994,84.234
"9.563	2012	80.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	47	8.6	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	3.437	38.167	36.494	255.000	0.932	0.932	0.998	83.878	",9.563,2012,80.5,1.2,1.002,30,85,93,100,100,97,0,90,5.144,4.38,18,47,8.6,1,40,4.03,650,12.12,123,0,0,0,0,0,0,3.437,38.167,36.494,255,0.932,0.932,0.998,83.878
"9.609	2003	67.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	47	7.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.843	36.289	34.609	255.000	0.930	0.930	1.000	83.700	",9.609,2003,67.3,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,47,7.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.843,36.289,34.609,255,0.93,0.93,1,83.7
"9.656	2010	55.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.767	2.996	18	46	6.3	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	2.349	39.056	37.386	255.000	0.930	0.930	1.000	83.700	",9.656,2010,55,1.2,1,30,85,93,100,100,97,0,90,3.767,2.996,18,46,6.3,1,40,4.03,650,12,123,0,0,0,0,0,0,2.349,39.056,37.386,255,0.93,0.93,1,83.7
"9.703	2007	66.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.348	3.592	18	46	7.3	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.812	38.463	36.791	255.000	0.932	0.932	0.998	83.878	",9.703,2007,66,1.2,1.002,30,85,93,100,100,97,0,90,4.348,3.592,18,46,7.3,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.812,38.463,36.791,255,0.932,0.932,0.998,83.878
"9.750	2015	80.3	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	5.135	4.364	18	46	8.6	1.000	40.0	4.03	650	12.00	123	0	0.0	0.0	0.0	0	0	3.429	38.661	36.989	255.000	0.938	0.938	0.992	84.412	",9.75,2015,80.3,1.2,1.009,30,85,93,100,100,97,0,90,5.135,4.364,18,46,8.6,1,40,4.03,650,12,123,0,0,0,0,0,0,3.429,38.661,36.989,255,0.938,0.938,0.992,84.412
"9.797	2007	67.5	1.2	1.015	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.871	37.673	35.998	255.000	0.944	0.944	0.985	84.947	",9.797,2007,67.5,1.2,1.015,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.871,37.673,35.998,255,0.944,0.944,0.985,84.947
"9.844	2007	67.8	1.2	1.009	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.871	36.092	34.411	255.000	0.938	0.938	0.992	84.412	",9.844,2007,67.8,1.2,1.009,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.871,36.092,34.411,255,0.938,0.938,0.992,84.412
"9.891	2013	54.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	47	6.2	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.327	39.155	37.485	255.000	0.936	0.936	0.994	84.234	",9.891,2013,54.8,1.2,1.006,30,85,93,100,100,97,0,90,3.72,2.964,18,47,6.2,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.327,39.155,37.485,255,0.936,0.936,0.994,84.234
"9.938	2011	66.8	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	47	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.842	35.795	34.114	255.000	0.936	0.936	0.994	84.234	",9.938,2011,66.8,1.2,1.006,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.842,35.795,34.114,255,0.936,0.936,0.994,84.234
"9.984	2019	80.3	1.2	1.006	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	3.436	39.353	37.684	255.000	0.936	0.936	0.994	84.234	",9.984,2019,80.3,1.2,1.006,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,40,4.03,650,12.24,123,0,0,0,0,0,0,3.436,39.353,37.684,255,0.936,0.936,0.994,84.234
"10.031	2008	67.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	46	7.4	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.872	37.475	35.799	255.000	0.932	0.932	0.998	83.878	",10.031,2008,67.5,1.2,1.002,30,85,93,100,100,97,0,90,4.432,3.668,18,46,7.4,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.872,37.475,35.799,255,0.932,0.932,0.998,83.878
"10.078	2012	55.0	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.351	39.748	38.080	255.000	0.932	0.932	0.998	83.878	",10.078,2012,55,1.2,1.002,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.351,39.748,38.08,255,0.932,0.932,0.998,83.878
"10.125	2006	67.5	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	40.0	4.03	650	12.24	123	0	0.0	0.0	0.0	0	0	2.870	37.376	35.700	255.000	0.932	0.932	0.998	83.878	",10.125,2006,67.5,1.2,1.002,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,40,4.03,650,12.24,123,0,0,0,0,0,0,2.87,37.376,35.7,255,0.932,0.932,0.998,83.878
"10.172	2006	66.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	47	7.3	1.000	40.0	4.03	650	12.12	123	0	0.0	0.0	0.0	0	0	2.835	36.092	34.411	255.000	0.930	0.930	1.000	83.700	",10.172,2006,66.8,1.2,1,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.3,1,40,4.03,650,12.12,123,0,0,0,0,0,0,2.835,36.092,34.411,255,0.93,0.93,1,83.7
