"Time	RPM	MAP	TP	lambda	MAT	CLT	Gego	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	PW_raw	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	Vbatt	IacInt	speed_rpm_ratio	altitude	speed	course	distance	distance_sum	inst_Vems	torque	torque_nominal	L100km	lambda_corr_ego	lambda_corr_ego	afr_diff	corrected_ve	",Time,RPM,MAP,TP,lambda,MAT,CLT,Gego,Gwarm,Gbaro,Gammae,TPSacc,Gve,PW,PW_raw,IacDC,IacSteps,DutyCycle1,lambdaTarget,Spark,Dwell,EGT #1,Vbatt,IacInt,speed_rpm_ratio,altitude,speed,course,distance,distance_sum,inst_Vems,torque,torque_nominal,L100km,lambda_corr_ego,lambda_corr_ego,afr_diff,corrected_ve
"14.954	2019	67.5	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	5.135	4.364	18	46	8.6	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	3.436	35.697	34.014	255.000	0.920	0.920	1.011	82.810	",14.954,2019,67.5,1.2,0.989,30,85,93,100,100,97,0,90,5.135,4.364,18,46,8.6,1,30,4.03,676,12,123,0,0,0,0,0,0,3.436,35.697,34.014,255,0.92,0.92,1.011,82.81
"15.000	2001	67.3	1.2	0.987	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.841	34.511	32.824	255.000	0.918	0.918	1.013	82.631	",15,2001,67.3,1.2,0.987,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.841,34.511,32.824,255,0.918,0.918,1.013,82.631
"15.047	2004	54.8	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.317	36.783	35.105	255.000	0.926	0.926	1.004	83.344	",15.047,2004,54.8,1.2,0.996,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.317,36.783,35.105,255,0.926,0.926,1.004,83.344
"15.094	1987	67.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	46	7.4	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.842	33.325	31.634	255.000	0.932	0.932	0.998	83.878	",15.094,1987,67.8,1.2,1.002,30,85,93,100,100,97,0,90,4.439,3.668,18,46,7.4,1,30,4.03,676,12,123,0,0,0,0,0,0,2.842,33.325,31.634,255,0.932,0.932,0.998,83.878
"15.141	2008	80.5	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	3.430	37.179	35.502	255.000	0.930	0.930	1.000	83.700	",15.141,2008,80.5,1.2,1,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,676,12.24,123,0,0,0,0,0,0,3.43,37.179,35.502,255,0.93,0.93,1,83.7
"15.188	1995	67.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	47	7.4	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.854	35.400	33.717	255.000	0.928	0.928	1.002	83.522	",15.188,1995,67.8,1.2,0.998,30,85,93,100,100,97,0,90,4.439,3.668,18,47,7.4,1,30,4.03,676,12,123,0,0,0,0,0,0,2.854,35.4,33.717,255,0.928,0.928,1.002,83.522
"15.235	2004	54.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	47	6.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.317	34.313	32.626	255.000	0.926	0.926	1.004	83.344	",15.235,2004,54.5,1.2,0.996,30,85,93,100,100,97,0,90,3.72,2.964,18,47,6.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.317,34.313,32.626,255,0.926,0.926,1.004,83.344
"15.282	2000	67.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.411	3.640	18	47	7.4	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.839	35.104	33.419	255.000	0.928	0.928	1.002	83.522	",15.282,2000,67.3,1.2,0.998,30,85,93,100,100,97,0,90,4.411,3.64,18,47,7.4,1,30,4.03,676,12,123,0,0,0,0,0,0,2.839,35.104,33.419,255,0.928,0.928,1.002,83.522
"15.329	1986	66.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.348	3.592	18	46	7.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.782	34.610	32.924	255.000	0.928	0.928	1.002	83.522	",15.329,1986,66,1.2,0.998,30,85,93,100,100,97,0,90,4.348,3.592,18,46,7.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.782,34.61,32.924,255,0.928,0.928,1.002,83.522
"15.375	2005	80.8	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	46	8.6	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	3.425	37.278	35.601	255.000	0.926	0.926	1.004	83.344	",15.375,2005,80.8,1.2,0.996,30,85,93,100,100,97,0,90,5.136,4.38,18,46,8.6,1,30,4.03,676,12.24,123,0,0,0,0,0,0,3.425,37.278,35.601,255,0.926,0.926,1.004,83.344
"15.422	1994	68.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.460	3.704	18	47	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.880	34.807	33.122	255.000	0.928	0.928	1.002	83.522	",15.422,1994,68,1.2,0.998,30,85,93,100,100,97,0,90,4.46,3.704,18,47,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.88,34.807,33.122,255,0.928,0.928,1.002,83.522
"15.469	2004	55.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.752	2.996	18	47	6.3	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.342	36.882	35.204	255.000	0.930	0.930	1.000	83.700	",15.469,2004,55,1.2,1,30,85,93,100,100,97,0,90,3.752,2.996,18,47,6.3,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.342,36.882,35.204,255,0.93,0.93,1,83.7
"15.516	2002	67.0	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.411	3.640	18	47	7.4	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.842	34.511	32.824	255.000	0.926	0.926	1.004	83.344	",15.516,2002,67,1.2,0.996,30,85,93,100,100,97,0,90,4.411,3.64,18,47,7.4,1,30,4.03,676,12,123,0,0,0,0,0,0,2.842,34.511,32.824,255,0.926,0.926,1.004,83.344
"15.563	2015	80.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	3.442	35.993	34.312	255.000	0.926	0.926	1.004	83.344	",15.563,2015,80.5,1.2,0.996,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,30,4.03,676,12.12,123,0,0,0,0,0,0,3.442,35.993,34.312,255,0.926,0.926,1.004,83.344
"15.610	2006	67.8	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.439	3.668	18	46	7.4	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.870	35.400	33.717	255.000	0.926	0.926	1.004	83.344	",15.61,2006,67.8,1.2,0.996,30,85,93,100,100,97,0,90,4.439,3.668,18,46,7.4,1,30,4.03,676,12,123,0,0,0,0,0,0,2.87,35.4,33.717,255,0.926,0.926,1.004,83.344
"15.657	2012	54.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	3.728	2.964	18	46	6.2	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.326	35.400	33.717	255.000	0.928	0.928	1.002	83.522	",15.657,2012,54.5,1.2,0.998,30,85,93,100,100,97,0,90,3.728,2.964,18,46,6.2,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.326,35.4,33.717,255,0.928,0.928,1.002,83.522
"15.704	2013	54.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.735	2.964	18	46	6.3	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.327	36.882	35.204	255.000	0.926	0.926	1.004	83.344	",15.704,2013,54.5,1.2,0.996,30,85,93,100,100,97,0,90,3.735,2.964,18,46,6.3,1,30,4.03,676,12,123,0,0,0,0,0,0,2.327,36.882,35.204,255,0.926,0.926,1.004,83.344
"15.750	2009	65.8	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	4.316	3.560	18	47	7.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.789	34.313	32.626	255.000	0.922	0.922	1.009	82.988	",15.75,2009,65.8,1.2,0.991,30,85,93,100,100,97,0,90,4.316,3.56,18,47,7.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.789,34.313,32.626,255,0.922,0.922,1.009,82.988
"15.797	2021	80.0	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	47	8.6	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	3.440	37.179	35.502	255.000	0.922	0.922	1.009	82.988	",15.797,2021,80,1.2,0.991,30,85,93,100,100,97,0,90,5.128,4.364,18,47,8.6,1,30,4.03,676,12.12,123,0,0,0,0,0,0,3.44,37.179,35.502,255,0.922,0.922,1.009,82.988
"15.844	2008	67.0	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.851	34.412	32.725	255.000	0.926	0.926	1.004	83.344	",15.844,2008,67,1.2,0.996,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.851,34.412,32.725,255,0.926,0.926,1.004,83.344
"15.891	2013	54.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	3.735	2.964	18	46	6.3	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.327	35.301	33.618	255.000	0.928	0.928	1.002	83.522	",15.891,2013,54.8,1.2,0.998,30,85,93,100,100,97,0,90,3.735,2.964,18,46,6.3,1,30,4.03,676,12,123,0,0,0,0,0,0,2.327,35.301,33.618,255,0.928,0.928,1.002,83.522
"15.938	2009	66.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	46	7.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.814	34.412	32.725	255.000	0.930	0.930	1.000	83.700	",15.938,2009,66,1.2,1,30,85,93,100,100,97,0,90,4.356,3.592,18,46,7.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.814,34.412,32.725,255,0.93,0.93,1,83.7
"15.985	2024	79.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	5.099	4.328	18	46	8.6	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	3.416	35.400	33.717	255.000	0.930	0.930	1.000	83.700	",15.985,2024,79.8,1.2,1,30,85,93,100,100,97,0,90,5.099,4.328,18,46,8.6,1,30,4.03,676,12,123,0,0,0,0,0,0,3.416,35.4,33.717,255,0.93,0.93,1,83.7
"16.032	2017	80.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	47	8.6	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	3.433	36.783	35.105	255.000	0.926	0.926	1.004	83.344	",16.032,2017,80.3,1.2,0.996,30,85,93,100,100,97,0,90,5.128,4.364,18,47,8.6,1,30,4.03,676,12.12,123,0,0,0,0,0,0,3.433,36.783,35.105,255,0.926,0.926,1.004,83.344
"16.079	2006	67.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.870	34.807	33.122	255.000	0.928	0.928	1.002	83.522	",16.079,2006,67.8,1.2,0.998,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.87,34.807,33.122,255,0.928,0.928,1.002,83.522
"16.125	2012	54.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	46	6.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.326	36.487	34.808	255.000	0.930	0.930	1.000	83.700	",16.125,2012,54.8,1.2,1,30,85,93,100,100,97,0,90,3.72,2.964,18,46,6.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.326,36.487,34.808,255,0.93,0.93,1,83.7
"16.172	2010	67.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.853	34.610	32.924	255.000	0.928	0.928	1.002	83.522	",16.172,2010,67.3,1.2,0.998,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.853,34.61,32.924,255,0.928,0.928,1.002,83.522
"16.219	2023	80.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.135	4.364	18	46	8.7	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	3.443	35.400	33.717	255.000	0.928	0.928	1.002	83.522	",16.219,2023,80,1.2,0.998,30,85,93,100,100,97,0,90,5.135,4.364,18,46,8.7,1,30,4.03,676,12,123,0,0,0,0,0,0,3.443,35.4,33.717,255,0.928,0.928,1.002,83.522
"16.266	2010	67.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.853	34.906	33.221	255.000	0.926	0.926	1.004	83.344	",16.266,2010,67.3,1.2,0.996,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.853,34.906,33.221,255,0.926,0.926,1.004,83.344
"16.313	2015	54.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.432	3.668	18	46	7.4	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.882	35.697	34.014	255.000	0.926	0.926	1.004	83.344	",16.313,2015,54.3,1.2,0.996,30,85,93,100,100,97,0,90,4.432,3.668,18,46,7.4,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.882,35.697,34.014,255,0.926,0.926,1.004,83.344
"16.360	2016	54.3	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.692	2.936	18	47	6.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.308	37.475	35.799	255.000	0.930	0.930	1.000	83.700	",16.36,2016,54.3,1.2,1,30,85,93,100,100,97,0,90,3.692,2.936,18,47,6.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.308,37.475,35.799,255,0.93,0.93,1,83.7
"16.407	2011	65.8	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.324	3.560	18	47	7.2	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.792	35.400	33.717	255.000	0.926	0.926	1.004	83.344	",16.407,2011,65.8,1.2,0.996,30,85,93,100,100,97,0,90,4.324,3.56,18,47,7.2,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.792,35.4,33.717,255,0.926,0.926,1.004,83.344
"16.454	2022	80.3	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	3.441	37.673	35.998	255.000	0.922	0.922	1.009	82.988	",16.454,2022,80.3,1.2,0.991,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,30,4.03,676,12.24,123,0,0,0,0,0,0,3.441,37.673,35.998,255,0.922,0.922,1.009,82.988
"16.500	2006	66.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.402	3.624	18	46	7.4	1.000	30.0	4.03	676	11.88	123	0	0.0	0.0	0.0	0	0	2.835	35.697	34.014	255.000	0.926	0.926	1.004	83.344	",16.5,2006,66.5,1.2,0.996,30,85,93,100,100,97,0,90,4.402,3.624,18,46,7.4,1,30,4.03,676,11.88,123,0,0,0,0,0,0,2.835,35.697,34.014,255,0.926,0.926,1.004,83.344
"16.547	2011	54.8	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.720	2.964	18	47	6.2	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.325	36.092	34.411	255.000	0.930	0.930	1.000	83.700	",16.547,2011,54.8,1.2,1,30,85,93,100,100,97,0,90,3.72,2.964,18,47,6.2,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.325,36.092,34.411,255,0.93,0.93,1,83.7
"16.610	2009	66.8	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.395	3.624	18	47	7.4	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.839	37.179	35.502	255.000	0.928	0.928	1.002	83.522	",16.61,2009,66.8,1.2,0.998,30,85,93,100,100,97,0,90,4.395,3.624,18,47,7.4,1,30,4.03,676,12,123,0,0,0,0,0,0,2.839,37.179,35.502,255,0.928,0.928,1.002,83.522
"16.657	2013	54.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	3.700	2.936	18	46	6.2	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.305	36.981	35.304	255.000	0.930	0.930	1.000	83.700	",16.657,2013,54,1.2,1,30,85,93,100,100,97,0,90,3.7,2.936,18,46,6.2,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.305,36.981,35.304,255,0.93,0.93,1,83.7
"16.704	2008	67.0	1.2	1.000	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.851	34.017	32.329	255.000	0.930	0.930	1.000	83.700	",16.704,2008,67,1.2,1,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.851,34.017,32.329,255,0.93,0.93,1,83.7
"16.750	2019	80.3	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.120	4.364	18	46	8.6	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	3.436	37.278	35.601	255.000	0.928	0.928	1.002	83.522	",16.75,2019,80.3,1.2,0.998,30,85,93,100,100,97,0,90,5.12,4.364,18,46,8.6,1,30,4.03,676,12.24,123,0,0,0,0,0,0,3.436,37.278,35.601,255,0.928,0.928,1.002,83.522
"16.797	2002	67.5	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	46	7.4	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.864	34.412	32.725	255.000	0.928	0.928	1.002	83.522	",16.797,2002,67.5,1.2,0.998,30,85,93,100,100,97,0,90,4.424,3.668,18,46,7.4,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.864,34.412,32.725,255,0.928,0.928,1.002,83.522
"16.844	2005	55.0	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	47	6.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.343	37.772	36.097	255.000	0.926	0.926	1.004	83.344	",16.844,2005,55,1.2,0.996,30,85,93,100,100,97,0,90,3.76,2.996,18,47,6.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.343,37.772,36.097,255,0.926,0.926,1.004,83.344
"16.891	2003	66.3	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	4.356	3.592	18	47	7.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.806	36.586	34.907	255.000	0.932	0.932	0.998	83.878	",16.891,2003,66.3,1.2,1.002,30,85,93,100,100,97,0,90,4.356,3.592,18,47,7.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.806,36.586,34.907,255,0.932,0.932,0.998,83.878
"16.938	2015	80.8	1.2	1.002	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	3.442	34.906	33.221	255.000	0.932	0.932	0.998	83.878	",16.938,2015,80.8,1.2,1.002,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,676,12.24,123,0,0,0,0,0,0,3.442,34.906,33.221,255,0.932,0.932,0.998,83.878
"16.985	2011	80.0	1.2	0.998	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	47	8.6	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	3.423	36.586	34.907	255.000	0.928	0.928	1.002	83.522	",16.985,2011,80,1.2,0.998,30,85,93,100,100,97,0,90,5.128,4.364,18,47,8.6,1,30,4.03,676,12.12,123,0,0,0,0,0,0,3.423,36.586,34.907,255,0.928,0.928,1.002,83.522
"17.032	1995	67.0	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.832	34.511	32.824	255.000	0.920	0.920	1.011	82.810	",17.032,1995,67,1.2,0.989,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.832,34.511,32.824,255,0.92,0.92,1.011,82.81
"17.079	2003	55.0	1.2	0.987	30.0	85.0	93	100	100	97	0.0	90	3.760	2.996	18	46	6.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.340	37.673	35.998	255.000	0.918	0.918	1.013	82.631	",17.079,2003,55,1.2,0.987,30,85,93,100,100,97,0,90,3.76,2.996,18,46,6.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.34,37.673,35.998,255,0.918,0.918,1.013,82.631
"17.125	1997	66.5	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	47	7.3	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.822	33.720	32.031	255.000	0.920	0.920	1.011	82.810	",17.125,1997,66.5,1.2,0.989,30,85,93,100,100,97,0,90,4.38,3.624,18,47,7.3,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.822,33.72,32.031,255,0.92,0.92,1.011,82.81
"17.172	2010	80.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.136	4.380	18	47	8.6	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	3.433	37.574	35.899	255.000	0.926	0.926	1.004	83.344	",17.172,2010,80.5,1.2,0.996,30,85,93,100,100,97,0,90,5.136,4.38,18,47,8.6,1,30,4.03,676,12.24,123,0,0,0,0,0,0,3.433,37.574,35.899,255,0.926,0.926,1.004,83.344
"17.219	1996	67.0	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	4.404	3.640	18	47	7.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.834	36.191	34.510	255.000	0.922	0.922	1.009	82.988	",17.219,1996,67,1.2,0.991,30,85,93,100,100,97,0,90,4.404,3.64,18,47,7.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.834,36.191,34.51,255,0.922,0.922,1.009,82.988
"17.266	1999	54.5	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	3.735	2.964	18	47	6.2	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.311	34.807	33.122	255.000	0.922	0.922	1.009	82.988	",17.266,1999,54.5,1.2,0.991,30,85,93,100,100,97,0,90,3.735,2.964,18,47,6.2,1,30,4.03,676,12,123,0,0,0,0,0,0,2.311,34.807,33.122,255,0.922,0.922,1.009,82.988
"17.313	1995	66.8	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	4.388	3.624	18	47	7.3	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	2.820	35.894	34.213	255.000	0.920	0.920	1.011	82.810	",17.313,1995,66.8,1.2,0.989,30,85,93,100,100,97,0,90,4.388,3.624,18,47,7.3,1,30,4.03,676,12.12,123,0,0,0,0,0,0,2.82,35.894,34.213,255,0.92,0.92,1.011,82.81
"17.360	1989	67.0	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	4.396	3.640	18	46	7.3	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.824	35.598	33.915	255.000	0.920	0.920	1.011	82.810	",17.36,1989,67,1.2,0.989,30,85,93,100,100,97,0,90,4.396,3.64,18,46,7.3,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.824,35.598,33.915,255,0.92,0.92,1.011,82.81
"17.407	2003	80.3	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	5.128	4.364	18	46	8.6	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	3.409	37.574	35.899	255.000	0.926	0.926	1.004	83.344	",17.407,2003,80.3,1.2,0.996,30,85,93,100,100,97,0,90,5.128,4.364,18,46,8.6,1,30,4.03,676,12.12,123,0,0,0,0,0,0,3.409,37.574,35.899,255,0.926,0.926,1.004,83.344
"17.454	1990	67.5	1.2	0.996	30.0	85.0	93	100	100	97	0.0	90	4.424	3.668	18	47	7.3	1.000	30.0	4.03	676	12.24	123	0	0.0	0.0	0.0	0	0	2.847	35.005	33.320	255.000	0.926	0.926	1.004	83.344	",17.454,1990,67.5,1.2,0.996,30,85,93,100,100,97,0,90,4.424,3.668,18,47,7.3,1,30,4.03,676,12.24,123,0,0,0,0,0,0,2.847,35.005,33.32,255,0.926,0.926,1.004,83.344
"17.500	1994	55.0	1.2	0.991	30.0	85.0	93	100	100	97	0.0	90	3.767	2.996	18	47	6.3	1.000	30.0	4.03	676	12.00	123	0	0.0	0.0	0.0	0	0	2.330	36.882	35.204	255.000	0.922	0.922	1.009	82.988	",17.5,1994,55,1.2,0.991,30,85,93,100,100,97,0,90,3.767,2.996,18,47,6.3,1,30,4.03,676,12,123,0,0,0,0,0,0,2.33,36.882,35.204,255,0.922,0.922,1.009,82.988
"17.547	1990	66.8	1.2	0.989	30.0	85.0	93	100	100	97	0.0	90	4.380	3.624	18	46	7.3	1.000	30.0	4.03	677	12.24	123	0	0.0	0.0	0.0	0	0	2.813	35.104	33.419	255.000	0.920	0.920	1.011	82.810	",17.547,1990,66.8,1.2,0.989,30,85,93,100,100,97,0,90,4.38,3.624,18,46,7.3,1,30,4.03,677,12.24,123,0,0,0,0,0,0,2.813,35.104,33.419,255,0.92,0.92,1.011,82.81
"17.594	2006	80.5	1.2	0.985	30.0	85.0	93	100	100	97	0.0	90	5.144	4.380	18	46	8.6	1.000	30.0	4.03	676	12.12	123	0	0.0	0.0	0.0	0	0	3.427	35.993	34.312	255.000	0.916	0.916	1.015	82.453	",17.594,2006,80.5,1.2,0.985,30,85,93,100,100,97,0,90,5.144,4.38,18,46,8.6,1,30,4.03,676,12.12,123,0,0,0,0,0,0,3.427,35.993,34.312,255,0.916,0.916,1.015,82.453
